p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
EPCAM3	1.77922982136758e-41	0.619097433156432	0.642	0.132	3.11756649300027e-37	13	EPCAM
JPT22	1.86692704313185e-41	0.633723308603611	0.556	0.111	3.27122956497563e-37	13	JPT2
SHROOM3	1.90907668932507e-40	0.271832211880594	0.284	0.03	3.34508417503539e-36	13	SHROOM3
TUBB4B1	4.73104913492356e-40	1.51883677282248	0.889	0.409	8.28974429421307e-36	13	TUBB4B
CST6	6.50475883784752e-40	0.31818480551976	0.321	0.038	1.13976384356764e-35	13	CST6
SORBS22	1.65839951180996e-39	0.400253364559187	0.407	0.06	2.90584762459341e-35	13	SORBS2
HSPBP1	2.35883486868446e-39	0.395040860084527	0.37	0.051	4.13315045690892e-35	13	HSPBP1
TSGA10	2.97068253777736e-39	0.400233838604014	0.284	0.031	5.20522994269349e-35	13	TSGA10
TMC41	1.06313304387511e-38	0.394364928065827	0.457	0.075	1.86282171947796e-34	13	TMC4
TCTEX1D2	1.71823451475977e-38	0.610784229897216	0.432	0.073	3.01069051676207e-34	13	TCTEX1D2
LARP62	2.06296150866712e-38	0.309368270512115	0.383	0.054	3.61472115548652e-34	13	LARP6
CFB2	2.13242153710906e-38	0.512362285212519	0.494	0.086	3.73642901732249e-34	13	CFB
SLPI3	2.70091815629687e-38	1.373302032736	0.988	0.555	4.73254879346337e-34	13	SLPI
KIF21A	3.36718167837097e-38	0.662588322965511	0.519	0.102	5.89997573684161e-34	13	KIF21A
ENDOG	1.16105826241142e-37	0.447098806749468	0.42	0.068	2.0344062873973e-33	13	ENDOG
LCN23	1.55881924907807e-37	1.36804887864546	0.778	0.241	2.73136308823459e-33	13	LCN2
DZIP3	2.65773020859015e-37	0.491500540311329	0.37	0.054	4.65687487149166e-33	13	DZIP3
GON7	1.08612205051981e-36	0.500878335387153	0.42	0.07	1.9031030569208e-32	13	GON7
DMKN4	1.29878246881126e-36	0.412575128675216	0.667	0.154	2.27572664185109e-32	13	DMKN
ARL31	1.73798878823419e-36	0.542169856406379	0.593	0.135	3.04530395474394e-32	13	ARL3
AGR23	5.34550672811831e-36	0.601227287361199	0.716	0.17	9.36639688900891e-32	13	AGR2
FAIM	1.30664493368183e-35	0.597792062203011	0.432	0.077	2.28950325279731e-31	13	FAIM
RBP12	4.85627549470521e-35	0.448290849633408	0.568	0.119	8.50916592182246e-31	13	RBP1
KRT194	9.08210311124865e-35	0.714268576060958	0.914	0.276	1.59136610715299e-30	13	KRT19
PALMD1	1.95648725029381e-34	0.455760445580566	0.407	0.068	3.42815695996481e-30	13	PALMD
FAM104B	2.99933786906088e-34	0.328903288912161	0.383	0.061	5.25543981416847e-30	13	FAM104B
GET1	6.80543252832043e-34	0.315075057508326	0.309	0.041	1.19244788761231e-29	13	GET1
KRT73	7.93027292905006e-34	0.765414277301771	0.593	0.134	1.38954242262815e-29	13	KRT7
PCDH73	1.00655563968253e-33	0.49390040639536	0.469	0.091	1.76368679185172e-29	13	PCDH7
PSENEN	1.99455604062024e-33	0.962683831664102	0.667	0.193	3.49486109437479e-29	13	PSENEN
TSPAN61	2.17757557548027e-33	0.302940904771687	0.358	0.054	3.81554792335652e-29	13	TSPAN6
RARRES23	3.23280218192623e-32	0.546554288927377	0.556	0.118	5.66451598317114e-28	13	RARRES2
MAP9	7.19702967418733e-32	0.426187680133129	0.37	0.062	1.2610635395111e-27	13	MAP9
NNMT4	7.85780756317415e-32	0.423744818856914	0.605	0.134	1.37684504121937e-27	13	NNMT
SPAG16	1.60455807487799e-31	0.461306656017156	0.407	0.075	2.81150665880121e-27	13	SPAG16
TXN2	2.08668839049066e-31	0.93363915551989	0.988	0.725	3.65629539781773e-27	13	TXN
ESPN2	6.81524265953774e-31	0.292855570988173	0.333	0.051	1.1941668188042e-26	13	ESPN
CYSTM11	9.68856259914297e-31	0.677201629624477	0.617	0.173	1.69762993862183e-26	13	CYSTM1
ATP5IF12	1.8436414400293e-30	1.12540148116579	0.914	0.551	3.23042853121933e-26	13	ATP5IF1
DNAJA41	1.85320309767632e-30	0.411465050365673	0.457	0.093	3.24718246774844e-26	13	DNAJA4
BCAM4	3.95150696392663e-30	0.446766589993139	0.469	0.094	6.92383050219224e-26	13	BCAM
CRIP24	7.30494594114155e-30	0.478897457147343	0.593	0.145	1.27997262780682e-25	13	CRIP2
PLPP23	7.46328131866663e-30	0.422281646690509	0.556	0.128	1.30771615265677e-25	13	PLPP2
IFT43	7.57760093860779e-30	0.47616083019055	0.395	0.075	1.32774723646286e-25	13	IFT43
CBY1	7.76391311965094e-30	0.30809360381985	0.321	0.049	1.36039285682524e-25	13	CBY1
TFF32	9.43244247091538e-30	0.785592523351064	0.568	0.131	1.65275256975379e-25	13	TFF3
CYB561	9.89308308081058e-30	0.404019282097875	0.407	0.078	1.73346601741963e-25	13	CYB561
FXYD34	1.58852924711793e-29	0.700395274340013	0.716	0.212	2.78342094680003e-25	13	FXYD3
IGHG12	3.76237448958402e-29	1.08267479309397	0.654	0.217	6.59243258064911e-25	13	IGHG1
DDR14	4.08278486366262e-29	0.394451651455285	0.519	0.119	7.15385563810964e-25	13	DDR1
PKIG2	4.86370046979381e-29	0.325616208867423	0.346	0.057	8.52217596317271e-25	13	PKIG
ST6GALNAC12	7.33150785449073e-29	0.440263709249295	0.395	0.074	1.28462680626387e-24	13	ST6GALNAC1
TMEM176B5	8.05465202358317e-29	0.455688205900389	0.667	0.176	1.41133612757224e-24	13	TMEM176B
FAM174A	1.03152425111187e-28	0.358411930769777	0.37	0.066	1.80743679279822e-24	13	FAM174A
DEFB13	4.58116037398064e-27	0.564127710591441	0.63	0.169	8.02710920728888e-23	13	DEFB1
S100A64	1.54678916900053e-26	0.740184043582302	1	0.912	2.71028398192272e-22	13	S100A6
SPATA33	1.61294870065039e-26	0.272038347414739	0.272	0.04	2.82620871327961e-22	13	SPATA33
TRAF3IP1	4.09483969169884e-26	0.390810711009055	0.296	0.049	7.1749781077947e-22	13	TRAF3IP1
ENAH3	7.6796182816464e-26	0.355037274699408	0.494	0.117	1.34562271531008e-21	13	ENAH
IGKC3	1.16032928847452e-25	1.6013992515737	0.889	0.613	2.03312897926506e-21	13	IGKC
KAZN1	3.19644313155175e-25	0.259930684168237	0.395	0.079	5.60080765510497e-21	13	KAZN
PLXNB23	4.01310469185149e-25	0.437333399454515	0.556	0.153	7.03176204106218e-21	13	PLXNB2
PRDX54	8.65599261778915e-25	1.13843271461543	0.84	0.519	1.51670302648902e-20	13	PRDX5
GOLM12	8.67342693884361e-25	0.317008842504341	0.432	0.094	1.51975786822418e-20	13	GOLM1
NFIB2	1.56507249792086e-24	0.288038713044943	0.358	0.068	2.74232003085692e-20	13	NFIB
CLUAP1	1.9502126314474e-24	0.474481817450431	0.358	0.074	3.41716257282214e-20	13	CLUAP1
POLR2I1	4.55484276204589e-24	0.692415670535654	0.667	0.254	7.9809954876568e-20	13	POLR2I
TOGARAM1	4.85281778136632e-24	0.25184023791592	0.296	0.05	8.50310731651007e-20	13	TOGARAM1
IFT571	5.77788063837425e-24	0.717035948905988	0.42	0.106	1.01240024545594e-19	13	IFT57
DYNLL13	7.41084118599878e-24	0.871158452826949	0.975	0.819	1.29852759261071e-19	13	DYNLL1
IFT27	1.09290991832733e-23	0.376966954646684	0.321	0.061	1.91499675889315e-19	13	IFT27
TUSC3	2.30822468672501e-23	0.30924011204656	0.296	0.053	4.04447129607956e-19	13	TUSC3
IFT74	3.72423420029333e-23	0.251106478631939	0.296	0.052	6.52560316575397e-19	13	IFT74
SGMS21	4.23053051963404e-23	0.295558241202773	0.284	0.049	7.41273557650276e-19	13	SGMS2
GPX46	7.33704051273927e-23	0.723387710478679	0.926	0.592	1.28559623864217e-18	13	GPX4
TSPAN31	7.58926896547711e-23	0.388103037055033	0.543	0.153	1.3297917081309e-18	13	TSPAN3
WDR60	1.01076307216605e-22	0.435418913308559	0.37	0.082	1.77105905504935e-18	13	WDR60
WDR34	2.05998240979554e-22	0.275632150730329	0.321	0.061	3.60950117844374e-18	13	WDR34
ANAPC4	2.08583117602679e-22	0.316164279264815	0.296	0.054	3.65479338663414e-18	13	ANAPC4
C4orf482	2.08918034995303e-22	0.529596503003031	0.667	0.237	3.6606618091877e-18	13	C4orf48
COQ4	2.30446556541096e-22	0.362347775616582	0.444	0.112	4.03788456371309e-18	13	COQ4
RPGR	2.79984389824818e-22	0.261160022717256	0.309	0.057	4.90588647851047e-18	13	RPGR
TUBA1A3	3.49659411683722e-22	0.847764490803338	0.815	0.354	6.12673221152218e-18	13	TUBA1A
METTL7A	3.86368209687622e-22	0.365699777927931	0.383	0.087	6.7699437701465e-18	13	METTL7A
LXN1	5.75718669422617e-22	0.314638118028232	0.309	0.058	1.00877425256231e-17	13	LXN
PTPRF3	5.88736537579081e-22	0.415980487705526	0.481	0.131	1.03158416114607e-17	13	PTPRF
DYNLT11	9.86199576148222e-22	0.725050449516827	0.753	0.358	1.72801889732692e-17	13	DYNLT1
ZNF664	1.18396927277037e-21	0.252594438277767	0.333	0.067	2.07455095974825e-17	13	ZNF664
CFAP298	1.27339544006496e-21	0.431154826244306	0.383	0.09	2.23124349008183e-17	13	CFAP298
BHLHE412	1.35917897277685e-21	0.411322089451716	0.457	0.117	2.38155339609959e-17	13	BHLHE41
CCP110	1.85124893897622e-21	0.29648141699283	0.296	0.056	3.24375839087413e-17	13	CCP110
SORD2	2.70677801800926e-21	0.286365602909618	0.383	0.086	4.74281644315583e-17	13	SORD
CES2	9.84624820392292e-21	0.294777928889165	0.321	0.066	1.72525961029137e-16	13	CES2
HIPK1	1.02139865110826e-20	0.410849566643699	0.543	0.169	1.7896947164719e-16	13	HIPK1
METRN1	1.89119185896362e-20	0.547733880455933	0.42	0.115	3.31374637527606e-16	13	METRN
PLAC82	1.90108680947106e-20	0.476263601659894	0.481	0.131	3.3310843075552e-16	13	PLAC8
ITGB43	9.33243731522932e-20	0.417831811411304	0.432	0.116	1.63522966637448e-15	13	ITGB4
SELENOW4	1.15343428295297e-19	0.669312200697987	0.84	0.507	2.02104755059019e-15	13	SELENOW
RUVBL2	1.39893662658491e-19	0.295076065537336	0.321	0.069	2.45121675710207e-15	13	RUVBL2
CEP70	2.31626782280779e-19	0.293764065473513	0.272	0.052	4.05856447912382e-15	13	CEP70
GSTP14	2.62611460438289e-19	0.506382811345933	0.963	0.767	4.60147800979971e-15	13	GSTP1
UFC1	3.51110042701005e-19	0.779628851738923	0.679	0.321	6.15215016820701e-15	13	UFC1
S100A135	4.35782684796068e-19	0.395991751360301	0.63	0.212	7.63578420299671e-15	13	S100A13
CFAP36	6.55249395250295e-19	0.454119339340753	0.407	0.111	1.14812799035757e-14	13	CFAP36
TACC2	6.57874913850879e-19	0.27107442587001	0.259	0.049	1.15272842404951e-14	13	TACC2
EZR3	7.07362802246518e-19	0.660496218570837	0.815	0.437	1.23944110209635e-14	13	EZR
CIB11	7.19185995990258e-19	0.807684376925391	0.79	0.464	1.26015770217413e-14	13	CIB1
COPRS	1.10475867255386e-18	0.380190209889363	0.37	0.096	1.93575814604887e-14	13	COPRS
CCL282	2.32686314868137e-18	0.280025578603987	0.346	0.08	4.0771296091195e-14	13	CCL28
AFDN2	2.68059304429535e-18	0.364085589783639	0.42	0.115	4.69693513221432e-14	13	AFDN
LGALS35	2.90645090781382e-18	0.575698607934756	0.926	0.681	5.09268328067137e-14	13	LGALS3
ARHGAP183	3.62106982475311e-18	0.545489731359581	0.556	0.196	6.34483854693241e-14	13	ARHGAP18
ERGIC3	4.11432543516557e-18	0.404207367035433	0.519	0.175	7.20912102749711e-14	13	ERGIC3
IRX33	1.02162558671091e-17	0.312099177892987	0.37	0.094	1.79009235303486e-13	13	IRX3
DNPH1	1.52826127821812e-17	0.427184385027398	0.531	0.185	2.67781941169378e-13	13	DNPH1
CARS1	1.62122123282213e-17	0.35689396443582	0.333	0.081	2.84070384415094e-13	13	CARS1
TPM24	3.13268804255946e-17	0.301493454336466	0.469	0.134	5.48909598817269e-13	13	TPM2
CRIM12	3.44904484971833e-17	0.255085347750821	0.346	0.084	6.04341638567646e-13	13	CRIM1
BPIFB12	3.52381052103739e-17	0.572939510706238	0.457	0.125	6.17442079496171e-13	13	BPIFB1
SCCPDH	4.31173449210231e-17	0.29996910297513	0.37	0.097	7.55502117706167e-13	13	SCCPDH
NR2F61	5.27589808158934e-17	0.295625551483963	0.37	0.098	9.24442861856084e-13	13	NR2F6
HSPB12	5.82589560347274e-17	0.363488292736519	0.963	0.659	1.02081342764049e-12	13	HSPB1
KIF3A	1.02008905867461e-16	0.268072866407546	0.272	0.058	1.78740004860965e-12	13	KIF3A
MGST33	1.07922817338816e-16	0.516895022649303	0.741	0.367	1.89102360541073e-12	13	MGST3
IGFBP34	1.10713160574721e-16	0.252896082855466	0.494	0.152	1.93991599959025e-12	13	IGFBP3
BLCAP	1.3187717249479e-16	0.37131659880424	0.407	0.121	2.3107518164537e-12	13	BLCAP
PPDPF4	1.38543901207115e-16	0.438812227564344	0.938	0.65	2.42756623695108e-12	13	PPDPF
SERPINB63	1.42390629483888e-16	0.335221816285733	0.568	0.202	2.49496860981669e-12	13	SERPINB6
SMIM143	1.75782874270634e-16	0.351686319921677	0.506	0.168	3.08006752297006e-12	13	SMIM14
HSBP12	1.91271758195371e-16	0.606704737140714	0.679	0.356	3.35146374709929e-12	13	HSBP1
PDLIM41	1.9147782589217e-16	0.331741152407677	0.37	0.101	3.35507446528261e-12	13	PDLIM4
SIX12	2.65725389346873e-16	0.271794573093031	0.321	0.077	4.65604027213592e-12	13	SIX1
NDUFC13	3.03705445526513e-16	0.473257300427151	0.728	0.337	5.32152681651556e-12	13	NDUFC1
CD95	3.27256755359717e-16	0.349579358777693	0.926	0.423	5.73419286741297e-12	13	CD9
UACA4	5.45765119376106e-16	0.374995331741863	0.407	0.12	9.56289642170812e-12	13	UACA
GALNT32	5.85541357828977e-16	0.252748977587089	0.42	0.121	1.02598556718793e-11	13	GALNT3
PDLIM14	6.34687171174567e-16	0.371511452189248	0.568	0.204	1.11209886133208e-11	13	PDLIM1
RUVBL11	6.35398970159782e-16	0.349252469310579	0.346	0.095	1.11334607551397e-11	13	RUVBL1
SCNN1A3	9.98468344673331e-16	0.299087703628169	0.358	0.095	1.74951623353661e-11	13	SCNN1A
HMGN3	1.10326913358993e-15	0.623116085890987	0.617	0.288	1.93314817587628e-11	13	HMGN3
SYNE12	1.14253960251626e-15	0.446190533363092	0.469	0.156	2.00195789152899e-11	13	SYNE1
SLC25A4	1.37438243928579e-15	0.282450208990962	0.296	0.072	2.40819291011655e-11	13	SLC25A4
MGLL1	1.48532389300178e-15	0.359181324021531	0.346	0.094	2.60258452531771e-11	13	MGLL
TMEM176A5	1.64567195725962e-15	0.333270794493917	0.469	0.148	2.8835464035103e-11	13	TMEM176A
XBP14	2.05983300006183e-15	0.501851779310449	0.716	0.337	3.60923938270834e-11	13	XBP1
NDUFA81	4.23256637335064e-15	0.360575377129467	0.481	0.173	7.416302799385e-11	13	NDUFA8
MDK5	4.31742454287749e-15	0.302524469681708	0.494	0.161	7.56499128402994e-11	13	MDK
DSTN6	4.82110505677796e-15	0.468271327722142	0.765	0.391	8.44754028048634e-11	13	DSTN
CD744	5.44429297341888e-15	0.293812003362923	0.938	0.689	9.53949014802456e-11	13	CD74
THSD43	1.12030955497522e-14	0.286689179722016	0.457	0.141	1.96300640222758e-10	13	THSD4
ITGB83	1.41365183460441e-14	0.349218506489415	0.407	0.122	2.47700074459385e-10	13	ITGB8
IK	1.86750822563913e-14	0.587141051669404	0.63	0.3	3.27224791296488e-10	13	IK
DPY30	2.05740131897826e-14	0.529602542406421	0.506	0.205	3.60497859111371e-10	13	DPY30
IL1R14	2.40666431629095e-14	0.372687583710954	0.481	0.161	4.216957215005e-10	13	IL1R1
HDLBP3	5.35527082335947e-14	0.44961732629329	0.63	0.288	9.38350553669047e-10	13	HDLBP
S100A113	5.49747528199313e-14	0.444911958748526	1	0.913	9.63267618910836e-10	13	S100A11
UQCRQ3	6.82125658416849e-14	0.441680373530983	0.778	0.455	1.195220578678e-09	13	UQCRQ
KRT233	7.76024491673548e-14	0.383423166936734	0.346	0.095	1.35975011431039e-09	13	KRT23
NUCB23	8.86429379132636e-14	0.500140723665974	0.593	0.264	1.55320155811621e-09	13	NUCB2
PCBD12	8.88236380911235e-14	0.313044207596259	0.519	0.199	1.55636778663267e-09	13	PCBD1
SSBP4	1.82765619727032e-13	0.330929694186874	0.444	0.159	3.20241918885705e-09	13	SSBP4
POR2	2.15613213311059e-13	0.343390326214446	0.383	0.124	3.77797472363637e-09	13	POR
IGFBP24	2.38211300132417e-13	0.273631445029675	0.519	0.182	4.17393840092021e-09	13	IGFBP2
CLDN74	3.12726939858573e-13	0.290124506530543	0.494	0.174	5.47960144020191e-09	13	CLDN7
P4HTM	3.62776153635944e-13	0.284754443109681	0.272	0.07	6.35656376400901e-09	13	P4HTM
PKM4	3.9535931467627e-13	0.446801454118786	0.864	0.596	6.92748591175761e-09	13	PKM
TSC22D16	5.43183794192562e-13	0.293950188062007	0.58	0.224	9.51766644184208e-09	13	TSC22D1
AZIN1	5.67323246693164e-13	0.319783498547922	0.432	0.152	9.94063792855762e-09	13	AZIN1
PTTG1IP4	5.8257991502032e-13	0.314763135221945	0.667	0.287	1.0207965270986e-08	13	PTTG1IP
SCPEP13	6.69175135174824e-13	0.28473034684368	0.506	0.187	1.17252867185333e-08	13	SCPEP1
CDH14	7.19867543759111e-13	0.345403353723013	0.432	0.152	1.26135191017471e-08	13	CDH1
SRGAP3	7.30887588623639e-13	0.335852505650091	0.383	0.126	1.28066123278634e-08	13	SRGAP3
TMEM107	9.44179695754505e-13	0.251344680524978	0.37	0.116	1.65439166290104e-08	13	TMEM107
NQO11	1.13328905926108e-12	0.288985280594959	0.259	0.065	1.98574908963727e-08	13	NQO1
AHCYL12	1.47893953549846e-12	0.343743298807379	0.481	0.192	2.59139785410041e-08	13	AHCYL1
SRI	1.63789800051404e-12	0.459534798152981	0.63	0.317	2.8699248765007e-08	13	SRI
PRDX43	2.85695418269103e-12	0.284029069174739	0.568	0.234	5.00595511891121e-08	13	PRDX4
ANXA43	4.43629400187554e-12	0.444583432317823	0.494	0.202	7.77327435008631e-08	13	ANXA4
SERPINA13	4.68705552863053e-12	0.292876662881276	0.605	0.234	8.21265869726641e-08	13	SERPINA1
MRPL57	1.59534707361683e-11	0.404424530171176	0.617	0.327	2.7953671423914e-07	13	MRPL57
C19orf334	1.74704035341541e-11	0.30612759085983	0.568	0.232	3.06116410725448e-07	13	C19orf33
UCP22	2.09583793241399e-11	0.379180160269522	0.457	0.184	3.6723272251758e-07	13	UCP2
CP3	2.43872986855537e-11	0.408788784098559	0.383	0.124	4.27314247568272e-07	13	CP
PPP1CB3	2.50583413550259e-11	0.385652264079728	0.716	0.388	4.39072257222763e-07	13	PPP1CB
DHRS33	2.69226308622887e-11	0.265604598465793	0.444	0.165	4.71738337969023e-07	13	DHRS3
UBAC1	3.05517918710683e-11	0.287575194879938	0.395	0.145	5.35328497164859e-07	13	UBAC1
CTNNA13	3.47292094102108e-11	0.310554480197762	0.519	0.222	6.08525207285714e-07	13	CTNNA1
CAPN13	7.54122100150822e-11	0.283651771721283	0.481	0.199	1.32137274388427e-06	13	CAPN1
STAU1	8.58894570819472e-11	0.292178186970629	0.519	0.225	1.50495506698988e-06	13	STAU1
NDUFB11	8.64104256901889e-11	0.372753184303149	0.704	0.413	1.51408347894349e-06	13	NDUFB1
YWHAE3	1.25487429313416e-10	0.346904249679375	0.741	0.417	2.19879073642968e-06	13	YWHAE
MORF4L21	1.48484077454547e-10	0.296726606067938	0.481	0.204	2.60173800515858e-06	13	MORF4L2
NUDC	1.5472991120341e-10	0.550244090545622	0.519	0.266	2.71117750410615e-06	13	NUDC
CRIP11	1.62772341697981e-10	0.484844586721975	0.617	0.328	2.85209697123202e-06	13	CRIP1
CAST2	1.98457974478775e-10	0.447653311015745	0.827	0.612	3.4773806288171e-06	13	CAST
ANK3	2.13377186592399e-10	0.289461566991887	0.321	0.108	3.73879506347202e-06	13	ANK3
ANXA25	2.5129210296671e-10	0.328390219520528	0.926	0.668	4.40314022818269e-06	13	ANXA2
TSTD11	2.56166125912401e-10	0.415503656604944	0.593	0.33	4.4885428582371e-06	13	TSTD1
GTF2H5	2.87679512824971e-10	0.299539911090373	0.469	0.202	5.04072042371914e-06	13	GTF2H5
GSN3	3.13917631874018e-10	0.48063115188303	0.519	0.241	5.50046474569655e-06	13	GSN
PTGES31	3.53653896488494e-10	0.422018080801621	0.802	0.584	6.1967235742714e-06	13	PTGES3
PDE4DIP1	3.55559398445685e-10	0.257137370614675	0.37	0.135	6.23011177956529e-06	13	PDE4DIP
STOM1	3.86932167315276e-10	0.42757594000221	0.531	0.254	6.77982543569827e-06	13	STOM
SERPING14	6.58389061835568e-10	0.273802150884206	0.407	0.152	1.15362931414828e-05	13	SERPING1
PNKD2	1.39276952176221e-09	0.277212681216369	0.457	0.201	2.44041075603175e-05	13	PNKD
NFIA4	1.69346884664634e-09	0.394838161749051	0.42	0.18	2.96729611309372e-05	13	NFIA
TM9SF22	1.72251445475676e-09	0.262422312871632	0.531	0.248	3.01818982762479e-05	13	TM9SF2
SLIRP1	1.75830042503251e-09	0.306443560217507	0.58	0.288	3.08089400474196e-05	13	SLIRP
RPA3	2.58601321706797e-09	0.278538422040646	0.444	0.192	4.53121235894649e-05	13	RPA3
NDUFA44	2.62810956142189e-09	0.342224917906633	0.889	0.789	4.60497357352343e-05	13	NDUFA4
SPTBN12	2.66093643496717e-09	0.266844679885842	0.407	0.169	4.66249282134947e-05	13	SPTBN1
ODF2L	3.49092518024675e-09	0.322114237928481	0.444	0.204	6.11679910082836e-05	13	ODF2L
CALM2	3.60924550596533e-09	0.502302669989139	0.877	0.774	6.32411997555246e-05	13	CALM2
ELF33	5.21640551950222e-09	0.272395095033526	0.42	0.168	9.14018575127179e-05	13	ELF3
COX5A3	5.40867534108378e-09	0.321925925543446	0.704	0.407	9.477080932647e-05	13	COX5A
CD595	6.17787271919621e-09	0.406676109978624	0.494	0.243	0.000108248685785756	13	CD59
AKAP9	6.8052211108212e-09	0.47571052274862	0.679	0.398	0.000119241084303809	13	AKAP9
ST6GAL12	6.99754365791084e-09	0.255905937956439	0.383	0.151	0.000122610959973914	13	ST6GAL1
TWF12	1.38816575546437e-08	0.260709721565862	0.395	0.167	0.000243234403672467	13	TWF1
ATP2A2	1.44697183716008e-08	0.278443042531164	0.42	0.186	0.00025353840530719	13	ATP2A2
VPS35	1.88223533925652e-08	0.312406937406178	0.469	0.231	0.000329805276144528	13	VPS35
NDUFB102	1.92810990690903e-08	0.297769927681405	0.679	0.401	0.000337843417888599	13	NDUFB10
NDUFA3	2.2365544302656e-08	0.297035778818545	0.642	0.367	0.000391889067271138	13	NDUFA3
H2AJ4	2.25245542705566e-08	0.353238849246962	0.519	0.275	0.000394675239928693	13	H2AJ
SLAIN2	3.16504331456857e-08	0.29223121518909	0.37	0.155	0.000554578889578705	13	SLAIN2
SMIM26	3.72198096710497e-08	0.271830431023913	0.543	0.278	0.000652165505056132	13	SMIM26
SMIM19	4.20291987026541e-08	0.280731289006378	0.333	0.137	0.000736435619667905	13	SMIM19
HSPB111	4.40100580232283e-08	0.285742765079415	0.432	0.206	0.000771144236683007	13	HSPB11
TMEM594	4.60844002469159e-08	0.323629195533729	0.827	0.636	0.00080749086112646	13	TMEM59
ELOB2	4.67029107095125e-08	0.359738223739823	0.827	0.74	0.000818328401452078	13	ELOB
NFIC5	6.73254801649065e-08	0.273378357930989	0.469	0.229	0.00117967706344949	13	NFIC
MRPL333	1.25204312983515e-07	0.275589727476047	0.58	0.32	0.00219382997209714	13	MRPL33
COX6A11	1.29638747253336e-07	0.311928439170985	0.802	0.67	0.00227153012937296	13	COX6A1
PDCD6IP	1.56411631407589e-07	0.261232129194261	0.395	0.184	0.00274064460552378	13	PDCD6IP
H1-22	1.74130620944668e-07	0.289790092611298	0.457	0.229	0.00305111674019247	13	H1-2
GADD45GIP11	1.77322446829664e-07	0.269018085767042	0.568	0.316	0.00310704391334938	13	GADD45GIP1
NDUFA132	2.03300946577271e-07	0.302774076125657	0.691	0.46	0.00356223918592695	13	NDUFA13
BLOC1S11	2.55328854596714e-07	0.286651813718656	0.667	0.404	0.00447387219024363	13	BLOC1S1
POLR2L3	2.90910229714499e-07	0.362376613765807	0.753	0.583	0.00509732904505745	13	POLR2L
PRKAR1A1	3.57877244062749e-07	0.411611055043667	0.519	0.304	0.0062707250704675	13	PRKAR1A
TAX1BP11	4.63431321537019e-07	0.319371105127581	0.642	0.413	0.00812024361597165	13	TAX1BP1
HINT13	5.24556104047199e-07	0.314321021137028	0.84	0.809	0.00919127205511503	13	HINT1
CAPNS13	5.78831686762662e-07	0.255465460268702	0.543	0.298	0.0101422888154554	13	CAPNS1
SLC25A36	7.06324827279229e-07	0.269442599269259	0.346	0.158	0.0123762236235867	13	SLC25A36
GTF2I3	7.61683584270148e-07	0.307501322079503	0.593	0.368	0.0133462197635815	13	GTF2I
UQCR102	8.14248600656441e-07	0.297950721974637	0.765	0.61	0.0142672639807022	13	UQCR10
UQCR11	8.28254996357785e-07	0.278486456970804	0.79	0.668	0.0145126840461811	13	UQCR11
COX7A22	1.05871588313746e-06	0.251643485515896	0.84	0.694	0.0185508197043345	13	COX7A2
TMED103	1.44872181021788e-06	0.267630081921137	0.593	0.359	0.0253845035586377	13	TMED10
HSPH12	1.71040103733788e-06	0.314567576184237	0.568	0.338	0.0299696469762344	13	HSPH1
PSMB52	1.85051888758696e-06	0.268458039690188	0.42	0.22	0.0324247919482987	13	PSMB5
LMAN15	1.98482048622049e-06	0.252754426688396	0.593	0.339	0.0347780245595554	13	LMAN1
PHPT13	2.3444435711134e-06	0.254696054989289	0.617	0.362	0.041079340253049	13	PHPT1
